Latitude,Longitude,STATEFP,STATEFP (SORTED),STATEFP(NON-REFERENCE),STATE,SOYBEAN MATURITY GROUP,,,,Number,State,MATURITY GROUP
40.021308,-81.875,41,41,32,NEVADA,,,,,,,
40.021308,-81.25,41,41,32,NEVADA,,,,,,,
40.021308,-80.625,41,41,32,NEVADA,,,,,,,
40.021308,-80,41,41,32,NEVADA,,,,,,,
40.021308,-79.375,41,41,32,NEVADA,,,,,,,
40.021308,-78.75,41,41,32,NEVADA,,,,,,,
40.021308,-78.125,41,41,32,NEVADA,,,,,,,
40.021308,-77.5,41,41,32,NEVADA,,,,,,,
40.021308,-76.875,41,41,32,NEVADA,,,,,,,
40.021308,-76.25,41,41,32,NEVADA,,,,,,,
40.021308,-75.625,41,41,32,NEVADA,,,,,,,
40.021308,-75,41,41,32,NEVADA,,,,,,,
40.021308,-74.375,41,41,32,NEVADA,,,,,,,
40.646308,-123.75,41,41,32,NEVADA,,,,,,,
40.646308,-123.125,41,41,32,NEVADA,,,,,,,
40.646308,-122.5,41,41,32,NEVADA,,,,,,,
40.646308,-121.875,41,41,32,NEVADA,,,,,,,
40.646308,-121.25,41,41,32,NEVADA,,,,,,,
40.646308,-120.625,41,41,32,NEVADA,,,,,,,
40.646308,-120,41,41,32,NEVADA,,,,,,,
40.646308,-119.375,41,41,32,NEVADA,,,,,,,
40.646308,-118.75,41,41,32,NEVADA,,,,,,,
40.646308,-118.125,41,41,33,NEW HAMPSHIRE,1,,,,,,
40.646308,-117.5,41,41,33,NEW HAMPSHIRE,1,,,,,,
40.646308,-116.875,41,41,33,NEW HAMPSHIRE,1,,,,,,
40.646308,-116.25,41,41,33,NEW HAMPSHIRE,1,,,,,,
40.646308,-115.625,41,41,33,NEW HAMPSHIRE,1,,,,,,
40.646308,-115,41,41,33,NEW HAMPSHIRE,1,,,,,,
40.646308,-114.375,41,41,34,NEW JERSEY,3,,,,,,
40.646308,-113.75,41,41,34,NEW JERSEY,3,,,,,,
40.646308,-113.125,41,41,34,NEW JERSEY,3,,,,,,
40.646308,-112.5,41,41,34,NEW JERSEY,3,,,,,,
40.646308,-111.875,41,41,34,NEW JERSEY,3,,,,,,
40.646308,-111.25,41,41,34,NEW JERSEY,3,,,,,,
40.646308,-110.625,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-110,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-109.375,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-108.75,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-108.125,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-107.5,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-106.875,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-106.25,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-105.625,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-105,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-104.375,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-103.75,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-103.125,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-102.5,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-101.875,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-101.25,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-100.625,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-100,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-99.375,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-98.75,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-98.125,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-97.5,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-96.875,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-96.25,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-95.625,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-95,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-94.375,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-93.75,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-93.125,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-92.5,41,41,35,NEW MEXICO,5,,,,,,
40.646308,-91.875,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-91.25,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-90.625,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-90,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-89.375,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-88.75,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-88.125,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-87.5,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-86.875,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-86.25,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-85.625,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-85,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-84.375,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-83.75,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-83.125,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-82.5,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-81.875,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-81.25,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-80.625,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-80,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-79.375,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-78.75,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-78.125,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-77.5,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-76.875,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-76.25,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-75.625,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-75,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-74.375,42,42,35,NEW MEXICO,5,,,,,,
40.646308,-73.75,42,42,35,NEW MEXICO,5,,,,,,
41.271308,-123.75,42,42,35,NEW MEXICO,5,,,,,,
41.271308,-123.125,42,42,35,NEW MEXICO,5,,,,,,
41.271308,-122.5,42,42,35,NEW MEXICO,5,,,,,,
41.271308,-121.875,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-121.25,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-120.625,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-120,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-119.375,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-118.75,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-118.125,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-117.5,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-116.875,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-116.25,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-115.625,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-115,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-114.375,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-113.75,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-113.125,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-112.5,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-111.875,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-111.25,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-110.625,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-110,45,45,35,NEW MEXICO,5,,,,,,
41.271308,-109.375,46,46,35,NEW MEXICO,5,,,,,,
41.271308,-108.75,46,46,36,NEW YORK,1,,,,,,
41.271308,-108.125,46,46,36,NEW YORK,1,,,,,,
41.271308,-107.5,46,46,36,NEW YORK,1,,,,,,
41.271308,-106.875,46,46,36,NEW YORK,1,,,,,,
41.271308,-106.25,46,46,36,NEW YORK,1,,,,,,
41.271308,-105.625,46,46,36,NEW YORK,1,,,,,,
41.271308,-105,46,46,36,NEW YORK,1,,,,,,
41.271308,-104.375,46,46,36,NEW YORK,1,,,,,,
41.271308,-103.75,46,46,36,NEW YORK,1,,,,,,
41.271308,-103.125,46,46,36,NEW YORK,1,,,,,,
41.271308,-102.5,46,46,36,NEW YORK,1,,,,,,
41.271308,-101.875,46,46,36,NEW YORK,1,,,,,,
41.271308,-101.25,46,46,36,NEW YORK,1,,,,,,
41.271308,-100.625,46,46,36,NEW YORK,1,,,,,,
41.271308,-100,46,46,36,NEW YORK,1,,,,,,
41.271308,-99.375,46,46,36,NEW YORK,1,,,,,,
41.271308,-98.75,46,46,36,NEW YORK,1,,,,,,
41.271308,-98.125,46,46,36,NEW YORK,1,,,,,,
41.271308,-97.5,46,46,36,NEW YORK,1,,,,,,
41.271308,-96.875,46,46,36,NEW YORK,1,,,,,,
41.271308,-96.25,46,46,36,NEW YORK,1,,,,,,
41.271308,-95.625,46,46,36,NEW YORK,1,,,,,,
41.271308,-95,46,46,36,NEW YORK,1,,,,,,
41.271308,-94.375,46,46,36,NEW YORK,1,,,,,,
41.271308,-93.75,46,46,36,NEW YORK,1,,,,,,
41.271308,-93.125,46,46,36,NEW YORK,1,,,,,,
41.271308,-92.5,46,46,36,NEW YORK,1,,,,,,
41.271308,-91.875,46,46,36,NEW YORK,1,,,,,,
41.271308,-91.25,46,46,36,NEW YORK,1,,,,,,
41.271308,-90.625,46,46,36,NEW YORK,1,,,,,,
41.271308,-90,46,46,36,NEW YORK,1,,,,,,
41.271308,-89.375,46,46,36,NEW YORK,1,,,,,,
41.271308,-88.75,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-88.125,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-87.5,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-86.875,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-86.25,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-85.625,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-85,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-84.375,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-83.75,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-83.125,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-82.5,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-81.875,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-81.25,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-80.625,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-80,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-79.375,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-78.75,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-78.125,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-77.5,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-76.875,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-76.25,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-75.625,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-75,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-74.375,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-73.75,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-73.125,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-72.5,46,46,37,NORTH CAROLINA,5,,,,,,
41.271308,-70,47,47,37,NORTH CAROLINA,5,,,,,,
41.896308,-123.75,47,47,37,NORTH CAROLINA,5,,,,,,
41.896308,-123.125,47,47,37,NORTH CAROLINA,5,,,,,,
41.896308,-122.5,47,47,37,NORTH CAROLINA,5,,,,,,
41.896308,-121.875,47,47,37,NORTH CAROLINA,5,,,,,,
41.896308,-121.25,47,47,37,NORTH CAROLINA,5,,,,,,
41.896308,-120.625,47,47,37,NORTH CAROLINA,5,,,,,,
41.896308,-120,47,47,37,NORTH CAROLINA,5,,,,,,
41.896308,-119.375,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-118.75,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-118.125,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-117.5,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-116.875,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-116.25,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-115.625,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-115,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-114.375,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-113.75,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-113.125,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-112.5,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-111.875,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-111.25,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-110.625,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-110,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-109.375,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-108.75,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-108.125,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-107.5,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-106.875,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-106.25,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-105.625,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-105,47,47,38,NORTH DAKOTA,0,,,,,,
41.896308,-104.375,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-103.75,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-103.125,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-102.5,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-101.875,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-101.25,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-100.625,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-100,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-99.375,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-98.75,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-98.125,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-97.5,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-96.875,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-96.25,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-95.625,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-95,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-94.375,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-93.75,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-93.125,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-92.5,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-91.875,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-91.25,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-90.625,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-90,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-89.375,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-88.75,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-88.125,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-86.25,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-85.625,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-85,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-84.375,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-83.75,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-80.625,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-80,48,48,38,NORTH DAKOTA,0,,,,,,
41.896308,-79.375,48,48,39,OHIO,3,,,,,,
41.896308,-78.75,48,48,39,OHIO,3,,,,,,
41.896308,-78.125,48,48,39,OHIO,3,,,,,,
41.896308,-77.5,48,48,39,OHIO,3,,,,,,
41.896308,-76.875,48,48,39,OHIO,3,,,,,,
41.896308,-76.25,48,48,39,OHIO,3,,,,,,
41.896308,-75.625,48,48,39,OHIO,3,,,,,,
41.896308,-75,48,48,39,OHIO,3,,,,,,
41.896308,-74.375,48,48,39,OHIO,3,,,,,,
41.896308,-73.75,48,48,39,OHIO,3,,,,,,
41.896308,-73.125,48,48,39,OHIO,3,,,,,,
41.896308,-72.5,48,48,39,OHIO,3,,,,,,
41.896308,-71.875,48,48,39,OHIO,3,,,,,,
41.896308,-71.25,48,48,39,OHIO,3,,,,,,
41.896308,-70.625,48,48,39,OHIO,3,,,,,,
41.896308,-70,48,48,39,OHIO,3,,,,,,
42.521308,-124.375,48,48,39,OHIO,3,,,,,,
42.521308,-123.75,48,48,39,OHIO,3,,,,,,
42.521308,-123.125,48,48,39,OHIO,3,,,,,,
42.521308,-122.5,48,48,39,OHIO,3,,,,,,
42.521308,-121.875,48,48,39,OHIO,3,,,,,,
42.521308,-121.25,48,48,39,OHIO,3,,,,,,
42.521308,-120.625,48,48,39,OHIO,3,,,,,,
42.521308,-120,48,48,39,OHIO,3,,,,,,
42.521308,-119.375,48,48,39,OHIO,3,,,,,,
42.521308,-118.75,48,48,39,OHIO,3,,,,,,
42.521308,-118.125,48,48,39,OHIO,3,,,,,,
42.521308,-117.5,48,48,39,OHIO,3,,,,,,
42.521308,-116.875,48,48,39,OHIO,3,,,,,,
42.521308,-116.25,48,48,39,OHIO,3,,,,,,
42.521308,-115.625,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-115,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-114.375,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-113.75,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-113.125,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-112.5,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-111.875,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-111.25,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-110.625,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-110,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-109.375,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-108.75,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-108.125,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-107.5,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-106.875,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-106.25,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-105.625,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-105,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-104.375,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-103.75,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-103.125,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-102.5,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-101.875,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-101.25,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-100.625,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-100,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-99.375,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-98.75,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-98.125,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-97.5,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-96.875,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-96.25,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-95.625,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-95,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-94.375,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-93.75,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-93.125,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-92.5,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-91.875,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-91.25,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-90.625,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-90,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-89.375,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-88.75,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-88.125,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-85.625,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-85,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-84.375,48,48,40,OKLAHOMA,4,,,,,,
42.521308,-83.75,48,48,41,OREGON,,,,,,,
42.521308,-83.125,48,48,41,OREGON,,,,,,,
42.521308,-78.75,48,48,41,OREGON,,,,,,,
42.521308,-78.125,48,48,41,OREGON,,,,,,,
42.521308,-77.5,48,48,41,OREGON,,,,,,,
42.521308,-76.875,48,48,41,OREGON,,,,,,,
42.521308,-76.25,48,48,41,OREGON,,,,,,,
42.521308,-75.625,48,48,41,OREGON,,,,,,,
42.521308,-75,48,48,41,OREGON,,,,,,,
42.521308,-74.375,48,48,41,OREGON,,,,,,,
42.521308,-73.75,48,48,41,OREGON,,,,,,,
42.521308,-73.125,48,48,41,OREGON,,,,,,,
42.521308,-72.5,48,48,41,OREGON,,,,,,,
42.521308,-71.875,48,48,41,OREGON,,,,,,,
42.521308,-71.25,48,48,41,OREGON,,,,,,,
43.146308,-124.375,48,48,41,OREGON,,,,,,,
43.146308,-123.75,48,48,41,OREGON,,,,,,,
43.146308,-123.125,48,48,41,OREGON,,,,,,,
43.146308,-122.5,48,48,41,OREGON,,,,,,,
43.146308,-121.875,48,48,41,OREGON,,,,,,,
43.146308,-121.25,48,48,41,OREGON,,,,,,,
43.146308,-120.625,48,48,41,OREGON,,,,,,,
43.146308,-120,48,48,41,OREGON,,,,,,,
43.146308,-119.375,48,48,41,OREGON,,,,,,,
43.146308,-118.75,48,48,41,OREGON,,,,,,,
43.146308,-118.125,48,48,41,OREGON,,,,,,,
43.146308,-117.5,48,48,41,OREGON,,,,,,,
43.146308,-116.875,48,48,41,OREGON,,,,,,,
43.146308,-116.25,48,48,41,OREGON,,,,,,,
43.146308,-115.625,48,48,41,OREGON,,,,,,,
43.146308,-115,48,48,41,OREGON,,,,,,,
43.146308,-114.375,48,48,41,OREGON,,,,,,,
43.146308,-113.75,48,48,41,OREGON,,,,,,,
43.146308,-113.125,48,48,41,OREGON,,,,,,,
43.146308,-112.5,48,48,41,OREGON,,,,,,,
43.146308,-111.875,48,48,41,OREGON,,,,,,,
43.146308,-111.25,48,48,41,OREGON,,,,,,,
43.146308,-110.625,48,48,41,OREGON,,,,,,,
43.146308,-110,48,48,41,OREGON,,,,,,,
43.146308,-109.375,48,48,41,OREGON,,,,,,,
43.146308,-108.75,48,48,41,OREGON,,,,,,,
43.146308,-108.125,48,48,41,OREGON,,,,,,,
43.146308,-107.5,48,48,41,OREGON,,,,,,,
43.146308,-106.875,48,48,41,OREGON,,,,,,,
43.146308,-106.25,48,48,41,OREGON,,,,,,,
43.146308,-105.625,48,48,41,OREGON,,,,,,,
43.146308,-105,48,48,41,OREGON,,,,,,,
43.146308,-104.375,48,48,41,OREGON,,,,,,,
43.146308,-103.75,48,48,41,OREGON,,,,,,,
43.146308,-103.125,48,48,41,OREGON,,,,,,,
43.146308,-102.5,48,48,41,OREGON,,,,,,,
43.146308,-101.875,48,48,41,OREGON,,,,,,,
43.146308,-101.25,48,48,41,OREGON,,,,,,,
43.146308,-100.625,48,48,41,OREGON,,,,,,,
43.146308,-100,48,48,41,OREGON,,,,,,,
43.146308,-99.375,48,48,41,OREGON,,,,,,,
43.146308,-98.75,48,48,41,OREGON,,,,,,,
43.146308,-98.125,49,49,41,OREGON,,,,,,,
43.146308,-97.5,49,49,41,OREGON,,,,,,,
43.146308,-96.875,49,49,41,OREGON,,,,,,,
43.146308,-96.25,49,49,41,OREGON,,,,,,,
43.146308,-95.625,49,49,41,OREGON,,,,,,,
43.146308,-95,49,49,41,OREGON,,,,,,,
43.146308,-94.375,49,49,41,OREGON,,,,,,,
43.146308,-93.75,49,49,41,OREGON,,,,,,,
43.146308,-93.125,49,49,41,OREGON,,,,,,,
43.146308,-92.5,49,49,41,OREGON,,,,,,,
43.146308,-91.875,49,49,41,OREGON,,,,,,,
43.146308,-91.25,49,49,41,OREGON,,,,,,,
43.146308,-90.625,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-90,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-89.375,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-88.75,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-88.125,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-86.25,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-85.625,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-85,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-84.375,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-83.75,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-83.125,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-82.5,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-78.75,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-78.125,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-77.5,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-76.875,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-76.25,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-75.625,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-75,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-74.375,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-73.75,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-73.125,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-72.5,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-71.875,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-71.25,49,49,42,PENNSYLVANIA,3,,,,,,
43.146308,-70.625,49,49,42,PENNSYLVANIA,3,,,,,,
43.771308,-123.75,49,49,42,PENNSYLVANIA,3,,,,,,
43.771308,-123.125,49,49,42,PENNSYLVANIA,3,,,,,,
43.771308,-122.5,49,49,42,PENNSYLVANIA,3,,,,,,
43.771308,-121.875,49,49,42,PENNSYLVANIA,3,,,,,,
43.771308,-121.25,49,49,42,PENNSYLVANIA,3,,,,,,
43.771308,-120.625,49,49,42,PENNSYLVANIA,3,,,,,,
43.771308,-120,49,49,42,PENNSYLVANIA,3,,,,,,
43.771308,-119.375,49,49,45,SOUTH CAROLINA,5,,,,,,
43.771308,-118.75,49,49,45,SOUTH CAROLINA,5,,,,,,
43.771308,-118.125,49,49,45,SOUTH CAROLINA,5,,,,,,
43.771308,-117.5,49,49,45,SOUTH CAROLINA,5,,,,,,
43.771308,-116.875,49,49,45,SOUTH CAROLINA,5,,,,,,
43.771308,-116.25,49,49,45,SOUTH CAROLINA,5,,,,,,
43.771308,-115.625,49,49,45,SOUTH CAROLINA,5,,,,,,
43.771308,-115,49,49,45,SOUTH CAROLINA,5,,,,,,
43.771308,-114.375,49,49,45,SOUTH CAROLINA,5,,,,,,
43.771308,-113.75,49,49,45,SOUTH CAROLINA,5,,,,,,
43.771308,-113.125,49,49,45,SOUTH CAROLINA,5,,,,,,
